100654,AL
100724,AL
100690,AL
100812,AL
100858,AL
100830,AL
100937,AL
450933,AL
101189,AL
101453,AL
101365,AL
101435,AL
449348,AL
101480,AL
101541,AL
101675,AL
101912,AL
366535,AL
102049,AL
101116,AL
102234,AL
102270,AL
450377,AL
102298,AL
100751,AL
102368,AL
102377,AL
102395,AL
100663,AL
100706,AL
101693,AL
101709,AL
101879,AL
102094,AL
101587,AL
102580,AK
102669,AK
434584,AK
102553,AK
102614,AK
102632,AK
445027,AZ
105899,AZ
495457,AZ
494171,AZ
495448,AZ
104151,AZ
483124,AZ
104090,AZ
404055,AZ
438179,AZ
110219,AZ
474890,AZ
454245,AZ
482422,AZ
105297,AZ
104586,AZ
104717,AZ
495280,AZ
436614,AZ
461023,AZ
105330,AZ
105367,AZ
464226,AZ
105534,AZ
105589,AZ
104188,AZ
363934,AZ
104179,AZ
487296,AZ
484613,AZ
106306,AR
106458,AR
106467,AR
106713,AR
492069,AR
106810,AR
446233,AR
107044,AR
107071,AR
107080,AR
107141,AR
106342,AR
107512,AR
107600,AR
107983,AR
458885,AR
106397,AR
106245,AR
106485,AR
106412,AR
106263,AR
493725,AR
108092,AR
106704,AR
107558,AR
107877,AR
488031,CA
108232,CA
110468,CA
490081,CA
116846,CA
461263,CA
433004,CA
457299,CA
109350,CA
245838,CA
245847,CA
109651,CA
154022,CA
444325,CA
109785,CA
109819,CA
461643,CA
110060,CA
475635,CA
110097,CA
262086,CA
433420,CA
110361,CA
110918,CA
110370,CA
485263,CA
478634,CA
110316,CA
110404,CA
111081,CA
485546,CA
486488,CA
110413,CA
480781,CA
110422,CA
110529,CA
111188,CA
110486,CA
441937,CA
110538,CA
110547,CA
110574,CA
110556,CA
110565,CA
110583,CA
110592,CA
409698,CA
110608,CA
110617,CA
110510,CA
366711,CA
110495,CA
433013,CA
111638,CA
439367,CA
489353,CA
111948,CA
111966,CA
112260,CA
112394,CA
112570,CA
112075,CA
113236,CA
113582,CA
482431,CA
113698,CA
124487,CA
114433,CA
114354,CA
114390,CA
114716,CA
372073,CA
114813,CA
115010,CA
449384,CA
115083,CA
481058,CA
459213,CA
115409,CA
111045,CA
115728,CA
457086,CA
120537,CA
115755,CA
115773,CA
486965,CA
116226,CA
485519,CA
462354,CA
117627,CA
117168,CA
117283,CA
454786,CA
117104,CA
117557,CA
117636,CA
490124,CA
446385,CA
436429,CA
474863,CA
117946,CA
118541,CA
476595,CA
118693,CA
119058,CA
118888,CA
118912,CA
118976,CA
119173,CA
119270,CA
119605,CA
461148,CA
119775,CA
444130,CA
120166,CA
120184,CA
495059,CA
120254,CA
120403,CA
422695,CA
120768,CA
120838,CA
120865,CA
120698,CA
495916,CA
439871,CA
121150,CA
121257,CA
490878,CA
260789,CA
432384,CA
480204,CA
121275,CA
121309,CA
121345,CA
490045,CA
455770,CA
121886,CA
447458,CA
123554,CA
122296,CA
112084,CA
493512,CA
122375,CA
122409,CA
122454,CA
122506,CA
122597,CA
122685,CA
122755,CA
121619,CA
122834,CA
122852,CA
122931,CA
122977,CA
123165,CA
123280,CA
123299,CA
123457,CA
110778,CA
399911,CA
123563,CA
123572,CA
123952,CA
399869,CA
117575,CA
117672,CA
490063,CA
446561,CA
243744,CA
447953,CA
455664,CA
117751,CA
124292,CA
459727,CA
447050,CA
459204,CA
442930,CA
110635,CA
110644,CA
110653,CA
110662,CA
445188,CA
110671,CA
110680,CA
110705,CA
110714,CA
117140,CA
484631,CA
121691,CA
488785,CA
122436,CA
122612,CA
123961,CA
120883,CA
488846,CA
449870,CA
484862,CA
123651,CA
441229,CA
443331,CA
458229,CA
458210,CA
125471,CA
490133,CA
125727,CA
125763,CA
122728,CA
125897,CA
401223,CA
126076,CA
458575,CA
126182,CO
460738,CO
126289,CO
454829,CO
126669,CO
126678,CO
127556,CO
126711,CO
126775,CO
128106,CO
126818,CO
476975,CO
126827,CO
126942,CO
454856,CO
482440,CO
127185,CO
127200,CO
439288,CO
127565,CO
127617,CO
127653,CO
127714,CO
127820,CO
260813,CO
127884,CO
127909,CO
127918,CO
127945,CO
454689,CO
128328,CO
126614,CO
126580,CO
126562,CO
127060,CO
127741,CO
128391,CO
128498,CT
128771,CT
128780,CT
128902,CT
129215,CT
129242,CT
129154,CT
129534,CT
129774,CT
130110,CT
130183,CT
130226,CT
130253,CT
130493,CT
130590,CT
130624,CT
128744,CT
129020,CT
129525,CT
129941,CT
130314,CT
130697,CT
130776,CT
130794,CT
130934,DE
130907,DE
130989,DE
450298,DE
130943,DE
131098,DE
131113,DE
131159,DC
131450,DC
131469,DC
131496,DC
131520,DC
131803,DC
459994,DC
131283,DC
131876,DC
131399,DC
384412,DC
439969,FL
133872,FL
134811,FL
132842,FL
475714,FL
495439,FL
495420,FL
439446,FL
485768,FL
446048,FL
132471,FL
384254,FL
132602,FL
132709,FL
457129,FL
133021,FL
244233,FL
406547,FL
434539,FL
132851,FL
447014,FL
133386,FL
482459,FL
132693,FL
133492,FL
133526,FL
133553,FL
426314,FL
385619,FL
494597,FL
133711,FL
133650,FL
133669,FL
133809,FL
135160,FL
433660,FL
133881,FL
480569,FL
133951,FL
133979,FL
408844,FL
482936,FL
134079,FL
133508,FL
133702,FL
134097,FL
134237,FL
406024,FL
134343,FL
490054,FL
386472,FL
134510,FL
367884,FL
134608,FL
134945,FL
414823,FL
132879,FL
461281,FL
135081,FL
134422,FL
135188,FL
132657,FL
135717,FL
451103,FL
461883,FL
262129,FL
136145,FL
136233,FL
136215,FL
136330,FL
136358,FL
136400,FL
136473,FL
136516,FL
456481,FL
456490,FL
138309,FL
136774,FL
136950,FL
137281,FL
137032,FL
486239,FL
137096,FL
404338,FL
137209,FL
366003,FL
137315,FL
449898,FL
133465,FL
137564,FL
366553,FL
137078,FL
137272,FL
137476,FL
135391,FL
137546,FL
449038,FL
137759,FL
137777,FL
132408,FL
133960,FL
137847,FL
138354,FL
137953,FL
137962,FL
135610,FL
486354,FL
132903,FL
134130,FL
484473,FL
457402,FL
135726,FL
136172,FL
484668,FL
137351,FL
138187,FL
138275,FL
138293,FL
485272,FL
363712,FL
138558,GA
138600,GA
138716,GA
438586,GA
138761,GA
138901,GA
482149,GA
139144,GA
139153,GA
139199,GA
139205,GA
475732,GA
138947,GA
139311,GA
139250,GA
139366,GA
139393,GA
139463,GA
482468,GA
139621,GA
139630,GA
139658,GA
139719,GA
139861,GA
447689,GA
139700,GA
139755,GA
485111,GA
139931,GA
139764,GA
139940,GA
139968,GA
140340,GA
486840,GA
140234,GA
140252,GA
135364,GA
140447,GA
482158,GA
140553,GA
494269,GA
140696,GA
140720,GA
140818,GA
138868,GA
490230,GA
140872,GA
140951,GA
140960,GA
140988,GA
482699,GA
139579,GA
475121,GA
141060,GA
458919,GA
138813,GA
141167,GA
141185,GA
141237,GA
139959,GA
482680,GA
484677,GA
141334,GA
141264,GA
141325,GA
141361,GA
230047,HI
141486,HI
141644,HI
457484,HI
141565,HI
141574,HI
141839,HI
141981,HI
420042,HI
142090,ID
142115,ID
142522,ID
142559,ID
496326,ID
142276,ID
142328,ID
440396,ID
142461,ID
496283,ID
460899,ID
142294,ID
142285,ID
457527,IL
142887,IL
142957,IL
143084,IL
143118,IL
145619,IL
143288,IL
143297,IL
143358,IL
454227,IL
144005,IL
144281,IL
144351,IL
144740,IL
482477,IL
148496,IL
144892,IL
144883,IL
144962,IL
144971,IL
145336,IL
145372,IL
145497,IL
145691,IL
145725,IL
145813,IL
145646,IL
146339,IL
146427,IL
146481,IL
146533,IL
146612,IL
146667,IL
146676,IL
146719,IL
147013,IL
147129,IL
147244,IL
147341,IL
147369,IL
147536,IL
147590,IL
147660,IL
147679,IL
147776,IL
147703,IL
260992,IL
147767,IL
147828,IL
148016,IL
148131,IL
448673,IL
149763,IL
148405,IL
148487,IL
145558,IL
148511,IL
149028,IL
148876,IL
148575,IL
148627,IL
143048,IL
149222,IL
149231,IL
148593,IL
149329,IL
143978,IL
149505,IL
146755,IL
149514,IL
144050,IL
145600,IL
148654,IL
145637,IL
442161,IL
148584,IL
149639,IL
149772,IL
149781,IL
449889,IN
150066,IN
150136,IN
150145,IN
150163,IN
150172,IN
475741,IN
150400,IN
482486,IN
150455,IN
150604,IN
150668,IN
150677,IN
150756,IN
150774,IN
457226,IN
150941,IN
151290,IN
492962,IN
151324,IN
151351,IN
151388,IN
151333,IN
151360,IN
151111,IN
151342,IN
151379,IN
151801,IN
488679,IN
488776,IN
151777,IN
151786,IN
151810,IN
151962,IN
152099,IN
151102,IN
489779,IN
490805,IN
243780,IN
152318,IN
152381,IN
152390,IN
152530,IN
152567,IN
414878,IN
491525,IN
150534,IN
151263,IN
152080,IN
152336,IN
151306,IN
152600,IN
482228,IN
152637,IN
152673,IN
152798,IA
152992,IA
153001,IA
153108,IA
153126,IA
153144,IA
153162,IA
153241,IA
153250,IA
153269,IA
153302,IA
153320,IA
153366,IA
153375,IA
153384,IA
153427,IA
153603,IA
153621,IA
153825,IA
153834,IA
153861,IA
153977,IA
154004,IA
154013,IA
154101,IA
154174,IA
154235,IA
480499,IA
154350,IA
154262,IA
153278,IA
153658,IA
154095,IA
154493,IA
154518,IA
154527,IA
154590,IA
154688,KS
155070,KS
154712,KS
154721,KS
154749,KS
154855,KS
177038,KS
155007,KS
155025,KS
155061,KS
155089,KS
442569,KS
155140,KS
155177,KS
155308,KS
155399,KS
155414,KS
155496,KS
155511,KS
155520,KS
155335,KS
155636,KS
454582,KS
155627,KS
155681,KS
480657,KS
155900,KS
155937,KS
155973,KS
155317,KS
155812,KS
156082,KS
156125,KS
156189,KY
157021,KY
156213,KY
247065,KY
156286,KY
156295,KY
156356,KY
156365,KY
156408,KY
156417,KY
156620,KY
156471,KY
156745,KY
363439,KY
157100,KY
157030,KY
157058,KY
157076,KY
157216,KY
157377,KY
157386,KY
157401,KY
157447,KY
461759,KY
157757,KY
157793,KY
157748,KY
157809,KY
157818,KY
157863,KY
157085,KY
157289,KY
157535,KY
156541,KY
157951,KY
158477,LA
492759,LA
158802,LA
160074,LA
159009,LA
433536,LA
159568,LA
159391,LA
159373,LA
435000,LA
159382,LA
159416,LA
159647,LA
159656,LA
159717,LA
159948,LA
159966,LA
160038,LA
451866,LA
160409,LA
160612,LA
160621,LA
160630,LA
160755,LA
160065,LA
160658,LA
159993,LA
159939,LA
160904,LA
160977,ME
160995,ME
161004,ME
161086,ME
160959,ME
487524,ME
161509,ME
161022,ME
161299,ME
161518,ME
161563,ME
161572,ME
161253,ME
161217,ME
161226,ME
161235,ME
161244,ME
161341,ME
161457,ME
161554,ME
476601,MD
162007,MD
162061,MD
162283,MD
162584,MD
162654,MD
162760,MD
162928,MD
163046,MD
446394,MD
163295,MD
164270,MD
163453,MD
163462,MD
163532,MD
163578,MD
163851,MD
163976,MD
163912,MD
164173,MD
430184,MD
164076,MD
164155,MD
161873,MD
163338,MD
163204,MD
163259,MD
163268,MD
163286,MD
162210,MD
164216,MD
491631,MD
434937,MD
164447,MA
164465,MA
164492,MA
164562,MA
164580,MA
167792,MA
164632,MA
164641,MA
164720,MA
165884,MA
164739,MA
164748,MA
164872,MA
164614,MA
164924,MA
164988,MA
165015,MA
165024,MA
165167,MA
165334,MA
167394,MA
166124,MA
165529,MA
165574,MA
165644,MA
165662,MA
165671,MA
165699,MA
165802,MA
165820,MA
165866,MA
441982,MA
165936,MA
166018,MA
166027,MA
166045,MA
166054,MA
164368,MA
165264,MA
166391,MA
166452,MA
166674,MA
167288,MA
166683,MA
166692,MA
166656,MA
166850,MA
166869,MA
166911,MA
166939,MA
167093,MA
167260,MA
167358,MA
482705,MA
217606,MA
167455,MA
167598,MA
167677,MA
167729,MA
167783,MA
167835,MA
167899,MA
475273,MA
167996,MA
168005,MA
167057,MA
168148,MA
166629,MA
166638,MA
167987,MA
166513,MA
168218,MA
168227,MA
168254,MA
168263,MA
168281,MA
166717,MA
168342,MA
168421,MA
168430,MA
168528,MI
168546,MI
168591,MI
168607,MI
168740,MI
168786,MI
168847,MI
380359,MI
169080,MI
169248,MI
486947,MI
169327,MI
169442,MI
459417,MI
169363,MI
170037,MI
169479,MI
169798,MI
169910,MI
172440,MI
170000,MI
170082,MI
170091,MI
170240,MI
170286,MI
170301,MI
170444,MI
170532,MI
169983,MI
171881,MI
170639,MI
170675,MI
170806,MI
171100,MI
171128,MI
171456,MI
171483,MI
171492,MI
171571,MI
171599,MI
170967,MI
172033,MI
172051,MI
172200,MI
172264,MI
172334,MI
169716,MI
170976,MI
171137,MI
171146,MI
172608,MI
172644,MI
172699,MI
247773,MI
172866,MN
173045,MN
173124,MN
486284,MN
173142,MN
173160,MN
486053,MN
413413,MN
173258,MN
174747,MN
173300,MN
173328,MN
174862,MN
175227,MN
173647,MN
173665,MN
174154,MN
454616,MN
173902,MN
173452,MN
174020,MN
174127,MN
174358,MN
173920,MN
174437,MN
174507,MN
174525,MN
175014,MN
174783,MN
174792,MN
174817,MN
